-0.021436   0.00465411   -0.0152161   -0.0288106   
0.0467485   -0.300462   -0.368668   -0.221337   
0.197624   -0.555218   -0.6279   -0.501226   
0.250675   -0.693261   -0.743827   -0.682569   
0.25649   -0.768292   -0.794993   -0.740869   
0.248999   -0.7883   -0.821148   -0.759301   
0.247933   -0.799768   -0.834808   -0.763842   
0.248666   -0.801139   -0.83743   -0.778871   
0.245609   -0.806305   -0.84283   -0.794906   
0.24803   -0.80388   -0.840295   -0.787045   
0.243819   -0.808098   -0.844704   -0.796674   
0.244556   -0.80736   -0.843933   -0.790475   
0.249399   -0.802509   -0.838863   -0.785693   
0.246556   -0.805356   -0.841838   -0.785764   
0.246135   -0.805778   -0.842279   -0.794387   
0.248561   -0.801244   -0.83754   -0.789917   
0.245824   -0.803986   -0.840406   -0.787148   
0.248767   -0.803142   -0.839524   -0.783581   
0.246775   -0.800928   -0.837209   -0.784134   
0.243411   -0.802193   -0.838532   -0.785381   
0.245929   -0.80388   -0.840295   -0.784309   
0.246561   -0.803248   -0.839634   -0.783685   
0.243512   -0.804197   -0.840626   -0.781885   
0.24646   -0.799201   -0.83754   -0.784446   
0.247508   -0.802299   -0.838642   -0.78275   
0.246455   -0.803353   -0.839744   -0.783789   
0.240349   -0.809469   -0.846137   -0.792554   
0.242771   -0.807043   -0.843602   -0.795634   
0.242244   -0.807571   -0.844153   -0.787947   
0.239204   -0.804302   -0.840736   -0.779254   
0.243718   -0.806094   -0.84261   -0.791963   
0.243718   -0.806094   -0.84261   -0.791963   
0.238042   -0.805527   -0.844153   -0.796154   
0.237722   -0.807952   -0.846688   -0.795809   
0.238248   -0.807425   -0.846137   -0.787083   
0.24603   -0.80384   -0.84239   -0.783549   
0.240674   -0.802891   -0.841398   -0.788084   
0.239406   -0.806265   -0.844925   -0.785939   
0.244139   -0.805673   -0.842169   -0.783341   
0.246986   -0.800717   -0.836989   -0.783926   
0.24614   -0.803669   -0.840075   -0.786837   
0.246872   -0.80504   -0.841508   -0.793659   
0.24371   -0.810312   -0.847019   -0.798857   
0.243819   -0.808098   -0.844704   -0.796674   
0.242771   -0.807043   -0.843602   -0.792899   
0.238042   -0.807571   -0.844153   -0.793418   
0.241617   -0.806094   -0.84261   -0.794699   
0.239827   -0.807887   -0.844484   -0.79373   
0.238674   -0.806938   -0.843492   -0.79553   
0.243192   -0.806622   -0.843161   -0.792483   
0.245087   -0.804724   -0.841177   -0.790612   
0.241196   -0.806516   -0.843051   -0.789643   
0.239941   -0.803564   -0.839965   -0.783997   
0.243722   -0.803986   -0.840406   -0.781677   
0.244034   -0.805778   -0.842279   -0.783445   
0.239516   -0.806094   -0.84261   -0.783756   
0.238151   -0.805356   -0.841838   -0.783029   
0.244771   -0.80504   -0.841508   -0.788188   
0.246144   -0.801561   -0.837871   -0.784758   
0.241301   -0.806411   -0.842941   -0.79501   
0.244455   -0.805356   -0.841838   -0.793971   
0.245617   -0.802088   -0.838422   -0.788013   
0.240362   -0.803142   -0.839524   -0.791788   
0.245714   -0.8062   -0.84272   -0.792067   
0.24635   -0.803458   -0.839855   -0.789364   
0.248557   -0.803353   -0.839744   -0.786525   
0.24835   -0.801455   -0.83776   -0.781918   
0.236362   -0.807149   -0.843712   -0.784796   
0.2392   -0.806411   -0.842941   -0.786804   
0.245411   -0.80019   -0.836438   -0.786142   
0.24456   -0.805251   -0.841728   -0.791131   
0.24603   -0.805884   -0.84239   -0.791755   
0.242468   -0.79899   -0.83732   -0.781502   
0.24635   -0.803458   -0.839855   -0.789364   
0.2475   -0.806516   -0.843051   -0.792379   
0.248131   -0.805884   -0.84239   -0.791755   
0.247087   -0.80272   -0.839083   -0.788637   
0.250031   -0.801877   -0.838201   -0.787805   
0.245407   -0.802299   -0.838642   -0.780014   
0.240994   -0.802509   -0.838863   -0.782958   
0.236265   -0.803037   -0.839414   -0.788948   
0.240253   -0.805356   -0.841838   -0.791235   
0.232269   -0.804935   -0.841398   -0.782613   
0.23437   -0.804935   -0.841398   -0.788084   
0.247407   -0.800295   -0.836548   -0.788981   
0.247719   -0.802088   -0.838422   -0.790748   
0.245196   -0.802509   -0.838863   -0.791164   
0.239613   -0.810207   -0.846908   -0.796017   
0.241508   -0.808309   -0.844925   -0.796881   
0.246034   -0.803775   -0.840185   -0.792412   
0.241722   -0.805989   -0.8425   -0.789124   
0.240358   -0.805251   -0.841728   -0.791131   
0.241828   -0.805884   -0.84239   -0.791755   
0.246973   -0.807043   -0.843602   -0.795634   
0.249395   -0.804618   -0.841067   -0.787772   
0.243512   -0.804197   -0.840626   -0.787356   
0.24614   -0.801626   -0.840075   -0.792308   
0.243933   -0.803775   -0.840185   -0.786941   
0.238674   -0.806938   -0.843492   -0.792795   
0.24435   -0.805462   -0.841949   -0.791339   
0.244144   -0.803564   -0.839965   -0.792204   
