0.0001	1
0.001	1
0.01	0.954767
0.015 	0.852052
0.02	0.760075 
0.025	0.670818 
0.03	0.55199  
0.035	0.372216	  
0.04	-0.0115571
0.05	-0.00256952 
0.065	0.0131868
0.08	0.0174464
0.1	0.00605507
