0.0001	1
0.001	1
0.01	0.951893 	
0.015	0.857677    	
0.02	0.7587  	 
0.025	0.66932	
0.03	0.543622  	  
0.035	0.38461   	  
0.04	-0.0970499   
0.05	0.0285832 	
0.065	0.0323534   
0.08    -0.0178429 	
0.1	0.0013106   
